gen,lokalizacja,w_jadrze,otoczka,tylko_jadro,tez_poza,dopasowanie,uniprot_gen,n_komorek_wykryty,pct_komorek,srednia_cp10k_all,mean_Aldoc_plus,mean_Aldoc_minus,log2FC_plus_vs_minus,marker_dla,marker_logFC,marker_padj,marker_score,mean_Aldoc_1,mean_Aldoc_2,mean_Aldoc_3,mean_Aldoc_4,mean_Aldoc_5,mean_Aldoc_6,mean_Aldoc_7,mean_Anti_Aldoc_1,mean_Anti_Aldoc_2,pct_Aldoc_1,pct_Aldoc_2,pct_Aldoc_3,pct_Aldoc_4,pct_Aldoc_5,pct_Aldoc_6,pct_Aldoc_7,pct_Anti_Aldoc_1,pct_Anti_Aldoc_2,loc_txt,loc_pelny,topologia
Tmem120a,otoczka,True,True,False,True,nazwa,Tmem120a,995,5.98,0.026,0.025,0.032,-0.263,,,,,0.019,0.029,0.021,0.022,0.024,0.022,0.035,0.033,0.031,4.18,9.33,5.06,5.99,5.5,5.48,5.88,5.84,7.52,"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:32084332, ECO:0000269|PubMed:39147733}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q9BXJ8}. Nucleus envelope {ECO:0000269|PubMed:20091084}. Nucleus inner membrane {ECO:0000250|UniProtKB:Q9BXJ8}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q9BXJ8}. Endoplasmic reticulum {ECO:0000250|UniProtKB:Q9BXJ8}.","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:32084332, ECO:0000269|PubMed:39147733}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q9BXJ8}. Nucleus envelope {ECO:0000269|PubMed:20091084}. Nucleus inner membrane {ECO:0000250|UniProtKB:Q9BXJ8}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q9BXJ8}. Endoplasmic reticulum {ECO:0000250|UniProtKB:Q9BXJ8}.",INM_niedostepny
Sun1,otoczka,True,True,False,True,nazwa,Sun1,7683,46.19,0.254,0.269,0.244,0.135,,,,,0.284,0.266,0.252,0.255,0.252,0.284,0.291,0.248,0.24,44.05,56.0,47.97,50.06,43.7,51.43,43.01,37.9,47.03,"SUBCELLULAR LOCATION: Nucleus inner membrane {ECO:0000269|PubMed:11593002, ECO:0000269|PubMed:12036294, ECO:0000269|PubMed:16380439, ECO:0000269|PubMed:16648470, ECO:0000269|PubMed:17132086, ECO:0000269|PubMed:17724119, ECO:0000269|PubMed:18845190, ECO:0000269|PubMed:19841137, ECO:0000269|PubMed:19843581, ECO:0000269|PubMed:19874786, ECO:0000269|PubMed:23348741}; Single-pass type II membrane prote","SUBCELLULAR LOCATION: Nucleus inner membrane {ECO:0000269|PubMed:11593002, ECO:0000269|PubMed:12036294, ECO:0000269|PubMed:16380439, ECO:0000269|PubMed:16648470, ECO:0000269|PubMed:17132086, ECO:0000269|PubMed:17724119, ECO:0000269|PubMed:18845190, ECO:0000269|PubMed:19841137, ECO:0000269|PubMed:19843581, ECO:0000269|PubMed:19874786, ECO:0000269|PubMed:23348741}; Single-pass type II membrane protein {ECO:0000269|PubMed:11593002, ECO:0000269|PubMed:12036294, ECO:0000269|PubMed:16380439, ECO:0000269|PubMed:16648470, ECO:0000269|PubMed:17132086, ECO:0000269|PubMed:17724119, ECO:0000269|PubMed:18845190, ECO:0000269|PubMed:19841137, ECO:0000269|PubMed:19843581, ECO:0000269|PubMed:19874786, ECO:0000269|PubMed:23348741}. Note=At oocyte MI stage localized around the spindle, at MII stage localized to the spindle poles. In round spermatids mainly localizes to the posterior pole of the nucleus. This localization is gradually disappearing during spermiogenesis. In elongated spermatids localizes to anterior regions outside the nucleus indicative for isoform 5. {ECO:0000269|PubMed:20711465, ECO:0000269|PubMed:26842404}.; SUBCELLULAR LOCATION: [Isoform 5]: Cytoplasmic vesicle, secretory vesicle, acrosome outer membrane {ECO:0000305|PubMed:20711465}. Note=Localized to the anterior pole of spermatids. {ECO:0000305|PubMed:20711465}.",INM_niedostepny
Ints1,otoczka,True,True,True,False,nazwa,Ints1,2804,16.86,0.076,0.079,0.078,0.016,,,,,0.053,0.105,0.075,0.073,0.068,0.084,0.093,0.08,0.077,10.61,25.33,18.28,17.31,14.75,17.59,17.1,14.82,18.06,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:17544522}. Nucleus membrane {ECO:0000250|UniProtKB:Q8N201}; Single-pass membrane protein {ECO:0000255}.,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:17544522}. Nucleus membrane {ECO:0000250|UniProtKB:Q8N201}; Single-pass membrane protein {ECO:0000255}.,NIEOKRESLONY
Mad1l1,otoczka,True,True,False,True,nazwa,Mad1l1,12859,77.31,1.069,1.119,0.866,0.366,,,,,1.163,1.272,1.306,1.128,1.252,0.821,0.888,0.713,1.019,74.44,89.33,83.87,80.91,77.97,73.8,70.4,63.93,78.84,"SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q9Y6D9}. Chromosome, centromere, kinetochore {ECO:0000250|UniProtKB:Q9Y6D9}. Nucleus envelope {ECO:0000250|UniProtKB:Q9Y6D9}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250}. Cytoplasm, cytoskeleton, spindle {ECO:0000250}. Cytoplasm, cytoskeleton, spindle pole {ECO:0000250|UniProtKB:Q9Y6D9}. Note=Detected at the ","SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q9Y6D9}. Chromosome, centromere, kinetochore {ECO:0000250|UniProtKB:Q9Y6D9}. Nucleus envelope {ECO:0000250|UniProtKB:Q9Y6D9}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250}. Cytoplasm, cytoskeleton, spindle {ECO:0000250}. Cytoplasm, cytoskeleton, spindle pole {ECO:0000250|UniProtKB:Q9Y6D9}. Note=Detected at the nucleus envelope during interphase. From the beginning to the end of mitosis, it is seen to move from a diffusely nuclear distribution to the centrosome, to the spindle midzone and finally to the midbody. Detected at kinetochores during prometaphase. Colocalizes with NEK2 at the kinetochore. Colocalizes with IK at spindle poles during metaphase and anaphase. {ECO:0000250|UniProtKB:Q9Y6D9}.",NIEOKRESLONY
Nudt1,otoczka,True,True,False,True,nazwa,Nudt1,854,5.13,0.021,0.023,0.019,0.186,,,,,0.043,0.017,0.021,0.02,0.021,0.024,0.012,0.019,0.019,4.82,6.67,6.01,4.99,4.78,5.67,2.39,4.01,5.37,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:P53369}. Nucleus {ECO:0000250|UniProtKB:P53369}. Nucleus membrane {ECO:0000250|UniProtKB:P53369}. Cytoplasmic vesicle, secretory vesicle, acrosome {ECO:0000250|UniProtKB:P53369}.","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:P53369}. Nucleus {ECO:0000250|UniProtKB:P53369}. Nucleus membrane {ECO:0000250|UniProtKB:P53369}. Cytoplasmic vesicle, secretory vesicle, acrosome {ECO:0000250|UniProtKB:P53369}.",NIEOKRESLONY
Alox5ap,otoczka,True,True,False,True,nazwa,Alox5ap,1160,6.97,0.029,0.028,0.026,0.078,,,,,0.035,0.022,0.029,0.033,0.026,0.03,0.021,0.024,0.029,6.59,8.0,7.6,8.55,5.85,7.33,4.96,4.64,7.69,SUBCELLULAR LOCATION: Nucleus membrane {ECO:0000269|PubMed:19075240}; Multi-pass membrane protein {ECO:0000269|PubMed:19075240}. Endoplasmic reticulum membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.,SUBCELLULAR LOCATION: Nucleus membrane {ECO:0000269|PubMed:19075240}; Multi-pass membrane protein {ECO:0000269|PubMed:19075240}. Endoplasmic reticulum membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.,NIEOKRESLONY
Tmem168,otoczka,True,True,True,False,nazwa,Tmem168,5844,35.13,0.177,0.185,0.182,0.022,,,,,0.188,0.212,0.169,0.168,0.178,0.172,0.206,0.188,0.177,31.03,49.33,36.15,36.9,34.23,35.82,31.8,31.53,36.32,SUBCELLULAR LOCATION: Nucleus membrane {ECO:0000269|PubMed:32175648}; Multi-pass membrane protein {ECO:0000255}.,SUBCELLULAR LOCATION: Nucleus membrane {ECO:0000269|PubMed:32175648}; Multi-pass membrane protein {ECO:0000255}.,NIEOKRESLONY
Tnpo3,otoczka,True,True,False,True,nazwa,Tnpo3,11869,71.35,0.561,0.573,0.536,0.095,,,,,0.705,0.468,0.572,0.581,0.566,0.564,0.553,0.549,0.524,73.79,72.0,74.39,73.97,69.48,74.0,62.87,64.85,71.59,"SUBCELLULAR LOCATION: Nucleus envelope {ECO:0000250|UniProtKB:Q9Y5L0}. Cytoplasm {ECO:0000250|UniProtKB:Q9Y5L0}. Note=Localizes to the nuclear envelope and annulate lamellae, which consists in stacks of endoplasmic reticulum membranes containing a high density of nuclear pores. {ECO:0000250|UniProtKB:Q9Y5L0}.","SUBCELLULAR LOCATION: Nucleus envelope {ECO:0000250|UniProtKB:Q9Y5L0}. Cytoplasm {ECO:0000250|UniProtKB:Q9Y5L0}. Note=Localizes to the nuclear envelope and annulate lamellae, which consists in stacks of endoplasmic reticulum membranes containing a high density of nuclear pores. {ECO:0000250|UniProtKB:Q9Y5L0}.",POR_niepewny
Zc3hc1,otoczka,True,True,True,False,nazwa,Zc3hc1,3094,18.6,0.085,0.082,0.088,-0.091,,,,,0.08,0.088,0.079,0.088,0.092,0.078,0.072,0.085,0.09,14.31,21.33,19.07,20.2,18.32,18.16,15.99,15.6,20.26,"SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q86WB0}. Nucleus envelope {ECO:0000250|UniProtKB:Q86WB0}. Note=Resident of the nuclear basket (NB). Occurs at the nuclear envelopes (NE) of all TPR-containing cell types, including proliferating and non-dividing, terminally differentiated cells of different morphogenetic origin. {ECO:0000250|UniProtKB:Q86WB0}.","SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q86WB0}. Nucleus envelope {ECO:0000250|UniProtKB:Q86WB0}. Note=Resident of the nuclear basket (NB). Occurs at the nuclear envelopes (NE) of all TPR-containing cell types, including proliferating and non-dividing, terminally differentiated cells of different morphogenetic origin. {ECO:0000250|UniProtKB:Q86WB0}.",NIEOKRESLONY
Tmem209,otoczka,True,True,False,True,nazwa,Tmem209,2988,17.96,0.081,0.085,0.072,0.212,,,,,0.095,0.085,0.082,0.08,0.083,0.097,0.074,0.065,0.08,17.2,24.0,19.63,19.64,17.16,21.35,14.89,12.12,18.28,SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000255}. Nucleus envelope {ECO:0000250|UniProtKB:Q96SK2}. Golgi apparatus {ECO:0000250|UniProtKB:Q96SK2}. Cytoplasm {ECO:0000250|UniProtKB:Q96SK2}. Note=Weakly expressed in the cytoplasm. {ECO:0000250|UniProtKB:Q96SK2}.,SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000255}. Nucleus envelope {ECO:0000250|UniProtKB:Q96SK2}. Golgi apparatus {ECO:0000250|UniProtKB:Q96SK2}. Cytoplasm {ECO:0000250|UniProtKB:Q96SK2}. Note=Weakly expressed in the cytoplasm. {ECO:0000250|UniProtKB:Q96SK2}.,NIEOKRESLONY
Tmem176b,otoczka,True,True,True,False,nazwa,Tmem176b,153,0.92,0.004,0.006,0.003,0.3,,,,,0.003,0.015,0.004,0.003,0.004,0.006,0.004,0.001,0.004,0.64,4.0,0.98,0.89,0.85,1.59,1.29,0.19,0.97,SUBCELLULAR LOCATION: Nucleus membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.,SUBCELLULAR LOCATION: Nucleus membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.,NIEOKRESLONY
Osbpl3,otoczka,True,True,False,True,nazwa,Osbpl3,516,3.1,0.012,0.017,0.011,0.363,,,,,0.013,0.03,0.01,0.011,0.017,0.01,0.026,0.009,0.013,3.22,8.0,2.71,3.11,3.98,2.36,4.6,2.17,3.41,"SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:30028970}; Peripheral membrane protein {ECO:0000305}. Cytoplasm, cytosol {ECO:0000269|PubMed:30028970}. Cell membrane {ECO:0000269|PubMed:30028970}; Peripheral membrane protein {ECO:0000305}. Cell projection, filopodium tip {ECO:0000250|UniProtKB:Q9H4L5}. Nucleus membrane {ECO:0000250|UniProtKB:Q9H4L5}; Peripheral membrane pr","SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:30028970}; Peripheral membrane protein {ECO:0000305}. Cytoplasm, cytosol {ECO:0000269|PubMed:30028970}. Cell membrane {ECO:0000269|PubMed:30028970}; Peripheral membrane protein {ECO:0000305}. Cell projection, filopodium tip {ECO:0000250|UniProtKB:Q9H4L5}. Nucleus membrane {ECO:0000250|UniProtKB:Q9H4L5}; Peripheral membrane protein {ECO:0000305}. Note=Co-localizes with OSBPL6 at contact sites between the plasma membrane and the endoplasmic reticulum. {ECO:0000269|PubMed:30028970}.",NIEOKRESLONY
Dctn1,otoczka,True,True,False,True,nazwa,Dctn1,8706,52.34,0.312,0.334,0.296,0.169,,,,,0.266,0.427,0.312,0.329,0.323,0.338,0.345,0.291,0.301,41.8,74.67,56.39,57.1,50.36,56.85,46.88,42.35,53.02,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q14203}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:16954346}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250|UniProtKB:Q14203}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole {ECO:0000269|PubMed:23386061}. Cytoplasm, cytoskeleton, spindle {ECO:0000250|UniProtKB:Q14203}. Nucleus ","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q14203}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:16954346}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250|UniProtKB:Q14203}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole {ECO:0000269|PubMed:23386061}. Cytoplasm, cytoskeleton, spindle {ECO:0000250|UniProtKB:Q14203}. Nucleus envelope {ECO:0000250|UniProtKB:Q14203}. Cytoplasm, cell cortex {ECO:0000250|UniProtKB:Q14203}. Note=Localizes to microtubule plus ends. Localizes preferentially to the ends of tyrosinated microtubules (PubMed:16954346). Localization at centrosome is regulated by SLK-dependent phosphorylation. Localizes to centrosome in a PARKDA-dependent manner. PLK1-mediated phosphorylation at Ser-179 is essential for its localization in the nuclear envelope (By similarity). Localizes to the subdistal appendage region of the centriole in a KIF3A-dependent manner (PubMed:23386061). {ECO:0000250|UniProtKB:Q14203, ECO:0000269|PubMed:16954346, ECO:0000269|PubMed:23386061}.",NIEOKRESLONY
Cml3,otoczka,True,True,False,True,synonim,Nat8f3,1157,6.96,0.029,0.033,0.026,0.256,,,,,0.044,0.029,0.029,0.028,0.026,0.032,0.04,0.024,0.028,7.88,9.33,7.21,8.05,6.26,7.97,6.8,4.83,7.16,"SUBCELLULAR LOCATION: Nucleus membrane {ECO:0000305|PubMed:25123547}; Multi-pass membrane protein {ECO:0000255}. Cytoplasm, perinuclear region {ECO:0000305|PubMed:25123547}. Cytoplasm {ECO:0000305|PubMed:25123547}. Note=C-terminally tagged constructs localize to the nuclear membrane and perinuclear region. N-terminally tagged constructs show a punctate cytoplasmic distribution. {ECO:0000269|PubMed","SUBCELLULAR LOCATION: Nucleus membrane {ECO:0000305|PubMed:25123547}; Multi-pass membrane protein {ECO:0000255}. Cytoplasm, perinuclear region {ECO:0000305|PubMed:25123547}. Cytoplasm {ECO:0000305|PubMed:25123547}. Note=C-terminally tagged constructs localize to the nuclear membrane and perinuclear region. N-terminally tagged constructs show a punctate cytoplasmic distribution. {ECO:0000269|PubMed:25123547}.",NIEOKRESLONY
Nup210,otoczka,True,True,False,True,nazwa,Nup210,4343,26.11,0.124,0.118,0.12,-0.022,,,,,0.126,0.08,0.141,0.122,0.133,0.11,0.111,0.128,0.112,22.83,24.0,31.06,27.91,25.74,23.9,19.3,21.92,25.6,"SUBCELLULAR LOCATION: Nucleus, nuclear pore complex {ECO:0000250}. Nucleus membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}. Endoplasmic reticulum membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}.","SUBCELLULAR LOCATION: Nucleus, nuclear pore complex {ECO:0000250}. Nucleus membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}. Endoplasmic reticulum membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}.",POR_niepewny
Tmem43,otoczka,True,True,False,True,nazwa,Tmem43,611,3.67,0.015,0.015,0.014,0.059,,,,,0.014,0.011,0.015,0.013,0.012,0.022,0.017,0.015,0.014,3.7,2.67,3.89,3.55,3.35,5.29,3.86,2.8,3.53,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q9BTV4}. Nucleus inner membrane {ECO:0000269|PubMed:18230648}; Multi-pass membrane protein. Cell membrane {ECO:0000250|UniProtKB:Q9BTV4}. Note=Retained in the inner nuclear membrane through interaction with EMD and A- and B-lamins. The N- and C-termini are oriented towards the nucleoplasm. The majority of the hydrophilic d,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q9BTV4}. Nucleus inner membrane {ECO:0000269|PubMed:18230648}; Multi-pass membrane protein. Cell membrane {ECO:0000250|UniProtKB:Q9BTV4}. Note=Retained in the inner nuclear membrane through interaction with EMD and A- and B-lamins. The N- and C-termini are oriented towards the nucleoplasm. The majority of the hydrophilic domain resides in the endoplasmic reticulum lumen. {ECO:0000269|PubMed:18230648}.,INM_niedostepny
Sec13,otoczka,True,True,False,True,nazwa,Sec13,4168,25.06,0.116,0.113,0.125,-0.134,,,,,0.097,0.148,0.112,0.108,0.118,0.104,0.107,0.121,0.129,19.13,34.67,25.97,25.64,23.06,23.14,19.85,21.15,29.18,"SUBCELLULAR LOCATION: Cytoplasmic vesicle, COPII-coated vesicle membrane {ECO:0000250|UniProtKB:P55735}; Peripheral membrane protein {ECO:0000250|UniProtKB:P55735}; Cytoplasmic side {ECO:0000250|UniProtKB:P55735}. Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:P55735}; Peripheral membrane protein {ECO:0000250|UniProtKB:P55735}; Cytoplasmic side {ECO:0000250|UniProtKB:P55735}. Nucleus, nucle","SUBCELLULAR LOCATION: Cytoplasmic vesicle, COPII-coated vesicle membrane {ECO:0000250|UniProtKB:P55735}; Peripheral membrane protein {ECO:0000250|UniProtKB:P55735}; Cytoplasmic side {ECO:0000250|UniProtKB:P55735}. Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:P55735}; Peripheral membrane protein {ECO:0000250|UniProtKB:P55735}; Cytoplasmic side {ECO:0000250|UniProtKB:P55735}. Nucleus, nuclear pore complex {ECO:0000250|UniProtKB:P55735}. Lysosome membrane {ECO:0000250|UniProtKB:P55735}. Note=In interphase, localizes at both sides of the NPC. {ECO:0000250|UniProtKB:P55735}.",ONM_dostepny
Alox5,otoczka,True,True,False,True,nazwa,Alox5,225,1.35,0.005,0.005,0.006,-0.093,,,,,0.005,0.007,0.005,0.006,0.006,0.003,0.002,0.005,0.006,1.13,2.67,1.4,1.61,1.21,0.89,0.55,1.11,1.69,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:P09917, ECO:0000255|PROSITE-ProRule:PRU00726, ECO:0000269|PubMed:7629107}. Nucleus matrix {ECO:0000269|PubMed:7629107}. Nucleus membrane {ECO:0000250|UniProtKB:P09917}; Peripheral membrane protein {ECO:0000250|UniProtKB:P09917}. Cytoplasm, perinuclear region {ECO:0000250|UniProtKB:P09917}. Cytoplasm, cytosol {ECO:0000250|UniProtKB:P09917}. Nuc","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:P09917, ECO:0000255|PROSITE-ProRule:PRU00726, ECO:0000269|PubMed:7629107}. Nucleus matrix {ECO:0000269|PubMed:7629107}. Nucleus membrane {ECO:0000250|UniProtKB:P09917}; Peripheral membrane protein {ECO:0000250|UniProtKB:P09917}. Cytoplasm, perinuclear region {ECO:0000250|UniProtKB:P09917}. Cytoplasm, cytosol {ECO:0000250|UniProtKB:P09917}. Nucleus envelope {ECO:0000250|UniProtKB:P09917}. Nucleus intermembrane space {ECO:0000250|UniProtKB:P09917}. Note=Shuttles between cytoplasm and nucleus. Found exclusively in the nucleus, when phosphorylated on Ser-272. Calcium binding promotes translocation from the cytosol and the nuclear matrix to the nuclear envelope and membrane association. {ECO:0000250|UniProtKB:P09917}.",NIEOKRESLONY
Iffo1,otoczka,True,True,True,False,nazwa,Iffo1,10854,65.25,0.474,0.458,0.566,-0.3,,,,,0.399,0.644,0.418,0.403,0.44,0.426,0.478,0.595,0.536,53.22,80.0,64.3,63.15,60.86,63.42,57.54,66.68,71.91,"SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q0D2I5}. Nucleus, nucleoplasm {ECO:0000250|UniProtKB:Q0D2I5}. Nucleus inner membrane {ECO:0000250|UniProtKB:Q0D2I5}. Nucleus matrix {ECO:0000250|UniProtKB:Q0D2I5}. Note=Mainly soluble, the remaining is localized in the nuclear matrix. Localized at double-strand break (DSB) sites near the lamina and nuclear matrix structures. {ECO:0000250|UniProt","SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q0D2I5}. Nucleus, nucleoplasm {ECO:0000250|UniProtKB:Q0D2I5}. Nucleus inner membrane {ECO:0000250|UniProtKB:Q0D2I5}. Nucleus matrix {ECO:0000250|UniProtKB:Q0D2I5}. Note=Mainly soluble, the remaining is localized in the nuclear matrix. Localized at double-strand break (DSB) sites near the lamina and nuclear matrix structures. {ECO:0000250|UniProtKB:Q0D2I5}.",INM_niedostepny
Ccnd2,otoczka,True,True,False,True,nazwa,Ccnd2,51,0.31,0.001,0.001,0.0,0.138,,,,,0.001,0.0,0.002,0.002,0.001,0.001,0.002,0.0,0.001,0.16,0.0,0.34,0.39,0.31,0.32,0.37,0.1,0.36,SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:P30279}. Cytoplasm {ECO:0000250|UniProtKB:P30279}. Nucleus membrane {ECO:0000250|UniProtKB:P30279}. Note=Cyclin D-CDK4 complexes accumulate at the nuclear membrane and are then translocated into the nucleus through interaction with KIP/CIP family members. {ECO:0000250|UniProtKB:P30279}.,SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:P30279}. Cytoplasm {ECO:0000250|UniProtKB:P30279}. Nucleus membrane {ECO:0000250|UniProtKB:P30279}. Note=Cyclin D-CDK4 complexes accumulate at the nuclear membrane and are then translocated into the nucleus through interaction with KIP/CIP family members. {ECO:0000250|UniProtKB:P30279}.,NIEOKRESLONY
Parp11,otoczka,True,True,True,False,nazwa,Parp11,3597,21.62,0.1,0.099,0.106,-0.09,,,,,0.129,0.101,0.103,0.099,0.084,0.099,0.081,0.11,0.102,21.54,29.33,23.96,22.7,18.72,22.82,15.26,18.69,22.44,"SUBCELLULAR LOCATION: Nucleus, nuclear pore complex {ECO:0000250|UniProtKB:Q9NR21}. Note=Colocalizes with NUP153 at nuclear pores. {ECO:0000250|UniProtKB:Q9NR21}.","SUBCELLULAR LOCATION: Nucleus, nuclear pore complex {ECO:0000250|UniProtKB:Q9NR21}. Note=Colocalizes with NUP153 at nuclear pores. {ECO:0000250|UniProtKB:Q9NR21}.",POR_niepewny
Lrmp,otoczka,True,True,False,True,synonim,Irag2,65,0.39,0.002,0.001,0.002,-0.126,,,,,0.002,0.0,0.001,0.001,0.002,0.003,0.001,0.001,0.002,0.48,0.0,0.34,0.39,0.4,0.51,0.18,0.24,0.48,"SUBCELLULAR LOCATION: [Processed inositol 1,4,5-triphosphate receptor associated 2]: Cytoplasm {ECO:0000269|PubMed:8798562}.; SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:20071408}; Single-pass type IV membrane protein {ECO:0000255}. Nucleus envelope {ECO:0000305|PubMed:29878215}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250|UniProtKB:","SUBCELLULAR LOCATION: [Processed inositol 1,4,5-triphosphate receptor associated 2]: Cytoplasm {ECO:0000269|PubMed:8798562}.; SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:20071408}; Single-pass type IV membrane protein {ECO:0000255}. Nucleus envelope {ECO:0000305|PubMed:29878215}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250|UniProtKB:Q5RHB5}. Cytoplasm, cytoskeleton, spindle pole {ECO:0000250|UniProtKB:Q5RHB5}. Chromosome {ECO:0000250|UniProtKB:Q5RHB5}. Note=Colocalized with ITPR3 on the endoplasmic reticulum membrane. {ECO:0000269|PubMed:20071408}.",NIEOKRESLONY
Chmp2a,otoczka,True,True,False,True,nazwa,Chmp2a,3266,19.63,0.088,0.095,0.077,0.271,,,,,0.057,0.134,0.086,0.097,0.096,0.108,0.085,0.062,0.092,11.58,34.67,20.66,21.81,20.87,22.75,16.36,11.93,21.18,SUBCELLULAR LOCATION: Late endosome membrane {ECO:0000250|UniProtKB:O43633}; Peripheral membrane protein {ECO:0000250|UniProtKB:O43633}; Cytoplasmic side {ECO:0000250|UniProtKB:O43633}. Cytoplasm {ECO:0000269|PubMed:15173323}. Nucleus envelope {ECO:0000250|UniProtKB:O43633}. Note=Localizes to the midbody of dividing cells. Localized in two distinct rings on either side of the Fleming body. Localiz,SUBCELLULAR LOCATION: Late endosome membrane {ECO:0000250|UniProtKB:O43633}; Peripheral membrane protein {ECO:0000250|UniProtKB:O43633}; Cytoplasmic side {ECO:0000250|UniProtKB:O43633}. Cytoplasm {ECO:0000269|PubMed:15173323}. Nucleus envelope {ECO:0000250|UniProtKB:O43633}. Note=Localizes to the midbody of dividing cells. Localized in two distinct rings on either side of the Fleming body. Localizes to the reforming nuclear envelope on chromatin disks during late anaphase (By similarity). {ECO:0000250|UniProtKB:O43633}.,ONM_dostepny
